FID,CODI_ACCES_ESTACIO_LINIA,CODI_ACCES_ESTACIO,ID_ACCES,CODI_ACCES,NOM_ACCES,NUM_ASCENSORS,ID_TIPUS_ACCESSIBILITAT,NOM_TIPUS_ACCESSIBILITAT,CODI_ESTACIO_LINIA,CODI_ESTACIO,CODI_GRUP_ESTACIO,NOM_ESTACIO,ORDRE_ESTACIO,ID_LINIA,CODI_LINIA,NOM_LINIA,ORDRE_LINIA,DATA,GEOMETRY
ACCESSOS_EST_LINIA.300033811,300033811,33811,84,33811,Jaume Pinent,1,1,Accessible,338,338,6660338,Roquetes,25,2,3,L3,3,2022-05-07,POINT (2.1748775158004037 41.446849144353656)
ACCESSOS_EST_LINIA.300033812,300033812,33812,85,33812,Carrer de les Torres,0,3,No accessible,338,338,6660338,Roquetes,25,2,3,L3,3,2022-05-07,POINT (2.1760808609839555 41.44692796636725)
ACCESSOS_EST_LINIA.300033901,300033901,33901,83,33901,Palamós,0,1,Accessible,339,339,6660339,Trinitat Nova,26,2,3,L3,3,2022-05-07,POINT (2.1843473021666466 41.44942083503193)
ACCESSOS_EST_LINIA.400041301,400041301,41301,209,41301,Rambla Guipúscoa / Ca n'Oliva,1,1,Accessible,413,413,6660221,La Pau,1,5,4,L4,4,2022-05-07,POINT (2.206081807312939 41.423437655063076)
ACCESSOS_EST_LINIA.400041401,400041401,41401,335,41401,Gran Via de les Corts Catalanes,0,3,No accessible,414,414,6660414,Besòs,2,5,4,L4,4,2022-05-07,POINT (2.2102828419801326 41.42034012902514)
ACCESSOS_EST_LINIA.400041402,400041402,41402,210,41402,Tram Besòs,1,1,Accessible,414,414,6660414,Besòs,2,5,4,L4,4,2022-05-07,POINT (2.2098483543534213 41.42026437685945)
ACCESSOS_EST_LINIA.400041501,400041501,41501,68,41501,Jaume Fabre,1,1,Accessible,415,415,6660415,Besòs Mar,3,5,4,L4,4,2022-05-07,POINT (2.2166777693806643 41.414530716623666)
ACCESSOS_EST_LINIA.400041511,400041511,41511,69,41511,Ferrer Bassa,0,3,No accessible,415,415,6660415,Besòs Mar,3,5,4,L4,4,2022-05-07,POINT (2.21541421701844 41.41568433295783)
ACCESSOS_EST_LINIA.400041601,400041601,41601,70,41601,Rambla de Prim,1,1,Accessible,416,416,6660416,El Maresme | Fòrum,4,5,4,L4,4,2022-05-07,POINT (2.2175767847471763 41.41220882345698)
ACCESSOS_EST_LINIA.400041611,400041611,41611,71,41611,Avinguda Diagonal,0,3,No accessible,416,416,6660416,El Maresme | Fòrum,4,5,4,L4,4,2022-05-07,POINT (2.2160630670103947 41.411732588322984)
ACCESSOS_EST_LINIA.400041701,400041701,41701,72,41701,Selva de Mar,0,3,No accessible,417,417,6660417,Selva de Mar,5,5,4,L4,4,2022-05-07,POINT (2.2095668767194434 41.40821406823348)
ACCESSOS_EST_LINIA.400041711,400041711,41711,67,41711,Provençals,1,1,Accessible,417,417,6660417,Selva de Mar,5,5,4,L4,4,2022-05-07,POINT (2.2083583462233545 41.40777282064736)
ACCESSOS_EST_LINIA.400041801,400041801,41801,73,41801,Pujades / Bilbao,1,1,Accessible,418,418,6660418,Poblenou,6,5,4,L4,4,2022-05-07,POINT (2.202940589771111 41.40351070286831)
ACCESSOS_EST_LINIA.400041901,400041901,41901,74,41901,Pujades / Ciutat de Granada,1,1,Accessible,419,419,6660419,Llacuna,7,5,4,L4,4,2022-05-07,POINT (2.197267337323021 41.39920826558605)
ACCESSOS_EST_LINIA.400042001,400042001,42001,75,42001,Pujades / Pere IV,0,3,No accessible,420,420,6660420,Bogatell,8,5,4,L4,4,2022-05-07,POINT (2.191566344480914 41.39488392326392)
ACCESSOS_EST_LINIA.400042011,400042011,42011,1922,42011,Pujades,1,1,Accessible,420,420,6660420,Bogatell,8,5,4,L4,4,2022-05-07,POINT (2.1926279946926095 41.39548720974127)
ACCESSOS_EST_LINIA.400042101,400042101,42101,76,42101,Avinguda Icària,0,3,No accessible,421,421,6660421,Ciutadella | Vila Olímpica,9,5,4,L4,4,2022-05-07,POINT (2.1934139603588205 41.387903375455274)
ACCESSOS_EST_LINIA.400042102,400042102,42102,77,42102,Zoo,0,3,No accessible,421,421,6660421,Ciutadella | Vila Olímpica,9,5,4,L4,4,2022-05-07,POINT (2.193053918835433 41.38815523473655)
ACCESSOS_EST_LINIA.400042201,400042201,42201,78,42201,Plaça Pau Vila,1,1,Accessible,422,422,6660422,Barceloneta,10,5,4,L4,4,2022-05-07,POINT (2.1858192894438697 41.38236821843024)
ACCESSOS_EST_LINIA.400042301,400042301,42301,79,42301,Plaça de l'Àngel,1,1,Accessible,423,423,6660423,Jaume I,11,5,4,L4,4,2022-05-07,POINT (2.1784429898771593 41.38382347679052)
ACCESSOS_EST_LINIA.400042311,400042311,42311,80,42311,Argenteria,1,1,Accessible,423,423,6660423,Jaume I,11,5,4,L4,4,2022-05-07,POINT (2.1792694422401935 41.383817813127976)
ACCESSOS_EST_LINIA.400042401,400042401,42401,81,42401,Plaça Urquinaona,0,3,No accessible,424,424,6660127,Urquinaona,12,5,4,L4,4,2022-05-07,POINT (2.172765383459695 41.388811796430126)
ACCESSOS_EST_LINIA.400042411,400042411,42411,82,42411,Jonqueres,0,3,No accessible,424,424,6660127,Urquinaona,12,5,4,L4,4,2022-05-07,POINT (2.1742838020645 41.38760514728923)
ACCESSOS_EST_LINIA.400042501,400042501,42501,113,42501,Passeig de Gràcia / Gran Via,0,3,No accessible,425,425,6660213,Passeig de Gràcia,13,5,4,L4,4,2022-05-07,POINT (2.167630730892553 41.389766857787336)
ACCESSOS_EST_LINIA.400042601,400042601,42601,114,42601,Consell de Cent,1,1,Accessible,426,426,6660426,Girona,14,5,4,L4,4,2022-05-07,POINT (2.170834416676432 41.394835322546584)
ACCESSOS_EST_LINIA.400042602,400042602,42602,115,42602,Girona,0,3,No accessible,426,426,6660426,Girona,14,5,4,L4,4,2022-05-07,POINT (2.1714370252055546 41.39466633754326)
ACCESSOS_EST_LINIA.400042701,400042701,42701,116,42701,Passeig Sant Joan,0,3,No accessible,427,427,6660427,Verdaguer,15,5,4,L4,4,2022-05-07,POINT (2.168743126712873 41.399896785795484)
ACCESSOS_EST_LINIA.400042801,400042801,42801,117,42801,Escorial,1,1,Accessible,428,428,6660428,Joanic,16,5,4,L4,4,2022-05-07,POINT (2.1628982674135058 41.406025461731545)
ACCESSOS_EST_LINIA.400042802,400042802,42802,118,42802,Pi i Margall,0,3,No accessible,428,428,6660428,Joanic,16,5,4,L4,4,2022-05-07,POINT (2.1631784191637613 41.40573590753078)
ACCESSOS_EST_LINIA.400042901,400042901,42901,119,42901,Ronda Guinardó,1,1,Accessible,429,429,6660429,Alfons X,17,5,4,L4,4,2022-05-07,POINT (2.1665122167913315 41.412396309165906)
ACCESSOS_EST_LINIA.400042902,400042902,42902,120,42902,Lepant,0,3,No accessible,429,429,6660429,Alfons X,17,5,4,L4,4,2022-05-07,POINT (2.166926884371684 41.41194800811718)
ACCESSOS_EST_LINIA.400042903,400042903,42903,121,42903,Plaça Alfons el Savi,0,3,No accessible,429,429,6660429,Alfons X,17,5,4,L4,4,2022-05-07,POINT (2.1650869902343994 41.41206802846406)
ACCESSOS_EST_LINIA.400043001,400043001,43001,122,43001,Sant Quintí,1,1,Accessible,430,430,6660430,Guinardó | Hospital de Sant Pau,18,5,4,L4,4,2022-05-07,POINT (2.17448556195168 41.41602013578463)
ACCESSOS_EST_LINIA.400043012,400043012,43012,645,43012,Hospital de Sant Pau,0,1,Accessible,430,430,6660430,Guinardó | Hospital de Sant Pau,18,5,4,L4,4,2022-05-07,POINT (2.174417599864814 41.415769240572445)
ACCESSOS_EST_LINIA.400043101,400043101,43101,124,43101,Ronda Guinardó - costat Mar,0,3,No accessible,431,431,6660431,Maragall,19,5,4,L4,4,2022-05-07,POINT (2.1774197784441536 41.42253185893346)
ACCESSOS_EST_LINIA.400043102,400043102,43102,4162,43102,Ronda Guinardó - costat Muntanya,1,1,Accessible,431,431,6660431,Maragall,19,5,4,L4,4,2022-05-07,POINT (2.177172904274533 41.4225504338294)
ACCESSOS_EST_LINIA.400043201,400043201,43201,125,43201,Passeig Verdum / Llucmajor,1,1,Accessible,432,432,6660432,Llucmajor,20,5,4,L4,4,2022-05-07,POINT (2.173895569321168 41.437616701245766)
ACCESSOS_EST_LINIA.400043202,400043202,43202,126,43202,Plaça Jardins d'Alfàbia,0,3,No accessible,432,432,6660432,Llucmajor,20,5,4,L4,4,2022-05-07,POINT (2.173829044280302 41.43711488742183)
ACCESSOS_EST_LINIA.400043211,400043211,43211,127,43211,Pi i Molist,0,3,No accessible,432,432,6660432,Llucmajor,20,5,4,L4,4,2022-05-07,POINT (2.1728798103544618 41.436740514085386)
ACCESSOS_EST_LINIA.400043301,400043301,43301,128,43301,Via Júlia / Joaquim Valls,1,1,Accessible,433,433,6660433,Via Júlia,21,5,4,L4,4,2022-05-07,POINT (2.1788971202088763 41.44425262949602)
ACCESSOS_EST_LINIA.400043311,400043311,43311,129,43311,Via Júlia / Argullós,0,3,No accessible,433,433,6660433,Via Júlia,21,5,4,L4,4,2022-05-07,POINT (2.178598661229453 41.443561863852345)
ACCESSOS_EST_LINIA.400043401,400043401,43401,130,43401,Pedrosa,0,1,Accessible,434,434,6660339,Trinitat Nova,22,5,4,L4,4,2022-05-07,POINT (2.1832876951287985 41.44920925074595)
ACCESSOS_EST_LINIA.400043402,400043402,43402,131,43402,Aiguablava,0,3,No accessible,434,434,6660339,Trinitat Nova,22,5,4,L4,4,2022-05-07,POINT (2.181713598014566 41.4486587084232)
ACCESSOS_EST_LINIA.500050901,500050901,50901,132,50901,Plaça Estació,1,1,Accessible,509,509,6660509,Cornellà Centre,1,3,5,L5,5,2022-05-07,POINT (2.0699015151307307 41.35735037821628)
ACCESSOS_EST_LINIA.500051001,500051001,51001,133,51001,Lindavista,1,1,Accessible,510,510,6660510,Gavarra,2,3,5,L5,5,2022-05-07,POINT (2.0789561859060086 41.3577673220844)
ACCESSOS_EST_LINIA.500051002,500051002,51002,134,51002,Pl. Catalunya,0,3,No accessible,510,510,6660510,Gavarra,2,3,5,L5,5,2022-05-07,POINT (2.078852135643713 41.35792041068304)
ACCESSOS_EST_LINIA.500051101,500051101,51101,135,51101,Avinguda República Argentina,0,3,No accessible,511,511,6660511,Sant Ildefons,3,3,5,L5,5,2022-05-07,POINT (2.083927887746599 41.363390272636906)
ACCESSOS_EST_LINIA.500051102,500051102,51102,136,51102,Mercat Sant Ildefons,1,1,Accessible,511,511,6660511,Sant Ildefons,3,3,5,L5,5,2022-05-07,POINT (2.0840965480385196 41.36309026718108)
ACCESSOS_EST_LINIA.500051201,500051201,51201,137,51201,Estronci,1,1,Accessible,512,512,6660512,Can Boixeres,4,3,5,L5,5,2022-05-07,POINT (2.090696493388553 41.36610630964141)
ACCESSOS_EST_LINIA.500051301,500051301,51301,138,51301,Hortènsia,0,3,No accessible,513,513,6660513,Can Vidalet,5,3,5,L5,5,2022-05-07,POINT (2.0993829365383507 41.37146257653596)
ACCESSOS_EST_LINIA.500051311,500051311,51311,107,51311,Maladeta,1,1,Accessible,513,513,6660513,Can Vidalet,5,3,5,L5,5,2022-05-07,POINT (2.0999026596672605 41.37196795384223)
ACCESSOS_EST_LINIA.500051401,500051401,51401,139,51401,Avinguda Josep Molins,1,1,Accessible,514,514,6660514,Pubilla Cases,6,3,5,L5,5,2022-05-07,POINT (2.106320496479372 41.37350953109733)
ACCESSOS_EST_LINIA.500051402,500051402,51402,140,51402,Esteve Grau,0,3,No accessible,514,514,6660514,Pubilla Cases,6,3,5,L5,5,2022-05-07,POINT (2.1068724759790567 41.373490348877894)
ACCESSOS_EST_LINIA.500051411,500051411,51411,141,51411,Doctor Ramon Solanich,0,3,No accessible,514,514,6660514,Pubilla Cases,6,3,5,L5,5,2022-05-07,POINT (2.107924691533878 41.37403183137629)
ACCESSOS_EST_LINIA.500055501,500055501,55501,3842,55501,Avinguda de Xile,1,1,Accessible,555,555,6660555,Ernest Lluch,7,3,5,L5,5,2022-05-07,POINT (2.110604178786103 41.376174072254145)
ACCESSOS_EST_LINIA.500055502,500055502,55502,3843,55502,Cementiri de Sants,0,3,No accessible,555,555,6660555,Ernest Lluch,7,3,5,L5,5,2022-05-07,POINT (2.1113414738060774 41.37574887154281)
ACCESSOS_EST_LINIA.500051501,500051501,51501,142,51501,Travessera de les Corts,0,3,No accessible,515,515,6660515,Collblanc,8,3,5,L5,5,2022-05-07,POINT (2.120434295946638 41.375839939818576)
ACCESSOS_EST_LINIA.500051502,500051502,51502,143,51502,Doctor Martí i Julià,0,3,No accessible,515,515,6660515,Collblanc,8,3,5,L5,5,2022-05-07,POINT (2.120625060820197 41.375653040366075)
ACCESSOS_EST_LINIA.500051601,500051601,51601,145,51601,Carrer de Sants,0,3,No accessible,516,516,6660516,Badal,9,3,5,L5,5,2022-05-07,POINT (2.128635729254475 41.37561803970335)
ACCESSOS_EST_LINIA.500051602,500051602,51602,146,51602,Carreras i Candi,0,3,No accessible,516,516,6660516,Badal,9,3,5,L5,5,2022-05-07,POINT (2.1262208050255165 41.375437569753196)
ACCESSOS_EST_LINIA.500051611,500051611,51611,147,51611,Carrer de Sants / Arizala,1,1,Accessible,516,516,6660516,Badal,9,3,5,L5,5,2022-05-07,POINT (2.1260317244158746 41.37567233929521)
ACCESSOS_EST_LINIA.500051701,500051701,51701,148,51701,Plaça de Sants,0,3,No accessible,517,517,6660120,Plaça de Sants,10,3,5,L5,5,2022-05-07,POINT (2.1350711907650055 41.37564957593359)
ACCESSOS_EST_LINIA.500051702,500051702,51702,149,51702,Galileu,0,3,No accessible,517,517,6660120,Plaça de Sants,10,3,5,L5,5,2022-05-07,POINT (2.135831944267579 41.37551418432159)
ACCESSOS_EST_LINIA.500051801,500051801,51801,150,51801,Estació RENFE / Pl. Joan Peiró,0,1,Accessible,518,518,6660319,Sants Estació,11,3,5,L5,5,2022-05-07,POINT (2.139573249095389 41.379510456536)
ACCESSOS_EST_LINIA.500051802,500051802,51802,151,51802,Estació RENFE / Pl. Països Catalans,0,1,Accessible,518,518,6660319,Sants Estació,11,3,5,L5,5,2022-05-07,POINT (2.139922982410696 41.37972017015965)
ACCESSOS_EST_LINIA.500051901,500051901,51901,152,51901,Rocafort,1,1,Accessible,519,519,6660519,Entença,12,3,5,L5,5,2022-05-07,POINT (2.146110635069211 41.38496374773946)
ACCESSOS_EST_LINIA.500051911,500051911,51911,153,51911,Entença,0,3,No accessible,519,519,6660519,Entença,12,3,5,L5,5,2022-05-07,POINT (2.1450478629137275 41.384122054177965)
ACCESSOS_EST_LINIA.500052001,500052001,52001,154,52001,Villarroel,0,3,No accessible,520,520,6660520,Hospital Clínic,13,3,5,L5,5,2022-05-07,POINT (2.1516064012482254 41.38886729632631)
ACCESSOS_EST_LINIA.500052011,500052011,52011,155,52011,Comte d'Urgell,0,3,No accessible,520,520,6660520,Hospital Clínic,13,3,5,L5,5,2022-05-07,POINT (2.1501830305727547 41.38834045407549)
ACCESSOS_EST_LINIA.500052012,500052012,52012,156,52012,Rosselló,1,1,Accessible,520,520,6660520,Hospital Clínic,13,3,5,L5,5,2022-05-07,POINT (2.150619480791316 41.388395350299575)
ACCESSOS_EST_LINIA.500052101,500052101,52101,157,52101,Rambla Catalunya,1,3,No accessible,521,521,6660328,Diagonal,14,3,5,L5,5,2022-05-07,POINT (2.1591010125461674 41.39440990660634)
ACCESSOS_EST_LINIA.500052111,500052111,52111,158,52111,Rosselló / FGC,0,1,Accessible,521,521,6660328,Diagonal,14,3,5,L5,5,2022-05-07,POINT (2.158879879524316 41.39424605733008)
ACCESSOS_EST_LINIA.500052201,500052201,52201,159,52201,Bailèn,0,3,No accessible,522,522,6660427,Verdaguer,15,3,5,L5,5,2022-05-07,POINT (2.1674435087087836 41.39907870304267)
ACCESSOS_EST_LINIA.500052211,500052211,52211,160,52211,Avinguda Diagonal,0,3,No accessible,522,522,6660427,Verdaguer,15,3,5,L5,5,2022-05-07,POINT (2.1661909840678293 41.39846104828594)
ACCESSOS_EST_LINIA.500052212,500052212,52212,336,52212,Girona,0,3,No accessible,522,522,6660427,Verdaguer,15,3,5,L5,5,2022-05-07,POINT (2.166126840672571 41.39868396089712)
ACCESSOS_EST_LINIA.500052301,500052301,52301,161,52301,Provença / Avinguda Gaudí,1,1,Accessible,523,523,6660216,Sagrada Família,16,3,5,L5,5,2022-05-07,POINT (2.174221777749295 41.40449738730942)
ACCESSOS_EST_LINIA.500052311,500052311,52311,162,52311,Sardenya,0,3,No accessible,523,523,6660216,Sagrada Família,16,3,5,L5,5,2022-05-07,POINT (2.173067528902316 41.40369029202803)
ACCESSOS_EST_LINIA.500052312,500052312,52312,163,52312,Plaça de la Sagrada Família,0,3,No accessible,523,523,6660216,Sagrada Família,16,3,5,L5,5,2022-05-07,POINT (2.1734080685960047 41.40342879035008)
ACCESSOS_EST_LINIA.500052401,500052401,52401,164,52401,Dos de Maig,1,1,Accessible,524,524,6660524,Sant Pau | Dos de Maig,17,3,5,L5,5,2022-05-07,POINT (2.1763653799906564 41.41114080447703)
ACCESSOS_EST_LINIA.500052411,500052411,52411,165,52411,Cartagena,0,3,No accessible,524,524,6660524,Sant Pau | Dos de Maig,17,3,5,L5,5,2022-05-07,POINT (2.1757062735093786 41.41004068735595)
ACCESSOS_EST_LINIA.500052501,500052501,52501,166,52501,Passeig Maragall,1,1,Accessible,525,525,6660525,Camp de l'Arpa,18,3,5,L5,5,2022-05-07,POINT (2.1809551946540227 41.41475538864973)
ACCESSOS_EST_LINIA.500052511,500052511,52511,167,52511,Indústria,0,3,No accessible,525,525,6660525,Camp de l'Arpa,18,3,5,L5,5,2022-05-07,POINT (2.181700352854108 41.41528189569665)
ACCESSOS_EST_LINIA.500052611,500052611,52611,169,52611,Felip II,1,1,Accessible,526,526,6660133,La Sagrera,19,3,5,L5,5,2022-05-07,POINT (2.1865610859171887 41.42041075156976)
ACCESSOS_EST_LINIA.500052701,500052701,52701,170,52701,Matanzas,1,1,Accessible,527,527,6660527,Congrés,20,3,5,L5,5,2022-05-07,POINT (2.182114350361228 41.42342321848205)
ACCESSOS_EST_LINIA.500052711,500052711,52711,171,52711,Francesc Tàrrega,0,3,No accessible,527,527,6660527,Congrés,20,3,5,L5,5,2022-05-07,POINT (2.180782705543495 41.42355745678486)
ACCESSOS_EST_LINIA.500052801,500052801,52801,172,52801,Ramon Albó,0,3,No accessible,528,528,6660431,Maragall,21,3,5,L5,5,2022-05-07,POINT (2.177164452404854 41.4244727384488)
ACCESSOS_EST_LINIA.500052811,500052811,52811,173,52811,Avinguda dels Quinze,0,3,No accessible,528,528,6660431,Maragall,21,3,5,L5,5,2022-05-07,POINT (2.1760634615457635 41.42570009489562)
ACCESSOS_EST_LINIA.500052812,500052812,52812,337,52812,Prat d'en Roquer,0,3,No accessible,528,528,6660431,Maragall,21,3,5,L5,5,2022-05-07,POINT (2.1764610879640025 41.42550835136221)
ACCESSOS_EST_LINIA.500052901,500052901,52901,174,52901,Pi i Molist,0,3,No accessible,529,529,6660529,Virrei Amat,22,3,5,L5,5,2022-05-07,POINT (2.1745288376553185 41.430463669766056)
ACCESSOS_EST_LINIA.500052902,500052902,52902,175,52902,Fabra i Puig,0,3,No accessible,529,529,6660529,Virrei Amat,22,3,5,L5,5,2022-05-07,POINT (2.1740782260251827 41.43023491849355)
ACCESSOS_EST_LINIA.500052903,500052903,52903,1601,52903,Virrei Amat (muntanya),1,1,Accessible,529,529,6660529,Virrei Amat,22,3,5,L5,5,2022-05-07,POINT (2.174763343233299 41.43023702077505)
ACCESSOS_EST_LINIA.500052911,500052911,52911,176,52911,Felip II / Virrei Amat,0,3,No accessible,529,529,6660529,Virrei Amat,22,3,5,L5,5,2022-05-07,POINT (2.1755502323990963 41.429204008007446)
ACCESSOS_EST_LINIA.500052912,500052912,52912,177,52912,Virrei Amat (mar),0,3,No accessible,529,529,6660529,Virrei Amat,22,3,5,L5,5,2022-05-07,POINT (2.1747954644946055 41.429371724300154)
ACCESSOS_EST_LINIA.500053001,500053001,53001,178,53001,Canfranc,0,3,No accessible,530,530,6660530,Vilapicina,23,3,5,L5,5,2022-05-07,POINT (2.1673159493380174 41.430570802251374)
ACCESSOS_EST_LINIA.500053002,500053002,53002,179,53002,Cartellà,0,3,No accessible,530,530,6660530,Vilapicina,23,3,5,L5,5,2022-05-07,POINT (2.1667156226419357 41.430350694392594)
ACCESSOS_EST_LINIA.500053011,500053011,53011,180,53011,Passeig de les Palmeres,1,1,Accessible,530,530,6660530,Vilapicina,23,3,5,L5,5,2022-05-07,POINT (2.168476563431491 41.430326179812745)
